subcategoria,campo_unificado,var,var_alias,description,5,6,is_category,values
Estilo de Vida,tipo_ejer_actual_futbol,fut_act,tipo_ejercicio_actual_futbol,¿Actualmente prácticas Futbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_basquet,basq_act,tipo_ejercicio_actual_basquet,¿Actualmente prácticas Basquet?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_baile,bail_act,tipo_ejercicio_actual_baile,"¿Actualmente prácticas Baile, salsa, zumba?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_bicicleta,bici_act,tipo_ejercicio_actual_bicicleta,¿Actualmente haces  Bicicleta?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_natacion,natac_act,tipo_ejercicio_actual_natacion,¿Actualmente prácticas Natación?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_raqueta,raq_act,tipo_ejercicio_actual_raqueta,"¿Actualmente prácticas Tenis, Squash, Badminton?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_otro,otro_act,tipo_ejercicio_actual_otro,¿Actualmente haces otro tipo de ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,nombre_ejercicio_actual,otro_act_e,nombre_ejercicio_actual,Nombre del deporte que haces actualmente,,abierta,FALSE,"{'min': 0, 'max': 0}"
Estilo de Vida,tipo_ejer_actual_ninguno,ning_act,tipo_ejercicio_actual_ninguno,¿No prácticas ningún ejercicio actualmente?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_actual_no_quiero_responder,nqr_act,tipo_ejercicio_actual_no_quiero_responder,¿No quiere responder si realizo algún ejercicio actualmente?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_pesas,pesas1,tipo_ejercicio_1ano_pesas,¿Hace 1 año hacias pesas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_aerobics,aero1,tipo_ejercicio_1ano_aerobics,¿Hace 1 año hacias aerobics?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_caminata,camin1,tipo_ejercicio_1ano_caminata,¿Hace 1 año hacias Caminatas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_correr_trotar,corre1,tipo_ejercicio_1ano_correr_trotar,¿Hace 1 año Trotabas o corrías?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_atletismo,atle1,tipo_ejercicio_1ano_atletismo,¿Hace 1 año hacias Atletismo?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_contacto,dcont1,tipo_ejercicio_1ano_contacto,"¿Hace 1 año hacias Box, Karate, Judo?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_beisbol,beis1,tipo_ejercicio_1ano_beisbol,¿Hace 1 año prácticabas Beisbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_futbol,fut1,tipo_ejercicio_1ano_futbol,¿Hace 1 año prácticabas Futbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_basquet,basq1,tipo_ejercicio_1ano_basquet,¿Hace 1 año prácticabas Basquet?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_baile,bail1,tipo_ejercicio_1ano_baile,"¿Hace 1 año prácticabas Baile, salsa, zumba?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_bicicleta,bici1,tipo_ejercicio_1ano_bicicleta,¿Hace 1 año hacias Bicicleta?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_natacion,natac1,tipo_ejercicio_1ano_natacion,¿Hace 1 año prácticabas Natación?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_raqueta,raq1,tipo_ejercicio_1ano_raqueta,"¿Hace 1 año prácticabas Tenis, Squash, Badminton?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_otro,otro1,tipo_ejercicio_1ano_otro,¿Haces 1 año hacías otro tipo de ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,nombre_ejercicio_hace_1anno,otro1_es,nombre_ejercicio_hace_1anno,Nombre del deporte que hacías hace un 1 año,,abierta,TRUE,{'is_category': 'true'}
Estilo de Vida,tipo_ejer_1ano_ninguno,ning1,tipo_ejercicio_1ano_ninguno,¿No prácticaba ningún ejercicio hace 1 año?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_1ano_no_quiero_responder,nqr1,tipo_ejercicio_1ano_no_quiero_responder,¿No quiere responder si realizaba algún ejercicio hace 1 año?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_pesas,pesas5,tipo_ejercicio_5anos_pesas,¿Hace 5 años hacias pesas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_aerobics,aero5,tipo_ejercicio_5anos_aerobics,¿Hace 5 años hacias aerobics?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_caminata,camin5,tipo_ejercicio_5anos_caminata,¿Hace 5 años hacias Caminatas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_correr_trotar,corre5,tipo_ejercicio_5anos_correr_trotar,¿Hace 5 años Trotabas o corrías?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_atletismo,atle5,tipo_ejercicio_5anos_atletismo,¿Hace 5 años hacias Atletismo?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_contacto,dcont5,tipo_ejercicio_5anos_contacto,"¿Hace 5 años hacias Box, Karate, Judo?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_beisbol,beis5,tipo_ejercicio_5anos_beisbol,¿Hace 5 años prácticabas Beisbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_futbol,fut5,tipo_ejercicio_5anos_futbol,¿Hace 5 años prácticabas Futbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_basquet,basq5,tipo_ejercicio_5anos_basquet,¿Hace 5 años prácticabas Basquet?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_baile,bail5,tipo_ejercicio_5anos_baile,"¿Hace 5 años prácticabas Baile, salsa, zumba?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_bicicleta,bici5,tipo_ejercicio_5anos_bicicleta,¿Hace 5 años hacias Bicicleta?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_natacion,natac5,tipo_ejercicio_5anos_natacion,¿Hace 5 años prácticabas Natación?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_raqueta,raq5,tipo_ejercicio_5anos_raqueta,"¿Hace 5 años prácticabas Tenis, Squash, Badminton?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_otro,otro5,tipo_ejercicio_5anos_otro,¿Haces 5 años hacías otro tipo de ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,nombre_ejercicio_hace_5anno,otro5_es,nombre_ejercicio_hace_5anno,Nombre del deporte que hacías hace un 5 años,,abierta,TRUE,{'is_category': 'true'}
Estilo de Vida,tipo_ejer_5anos_ninguno,ning5,tipo_ejercicio_5anos_ninguno,¿No prácticaba ningún ejercicio hace 5 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejer_5anos_no_quiero_responder,nqr5,tipo_ejercicio_5anos_no_quiero_responder,¿No quiere responder si realizaba algún ejercicio hace 5 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_pesas,pesas10,tipo_ejercicio_10anos_pesas,¿Hace 10 años hacias pesas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_aerobics,aero10,tipo_ejercicio_10anos_aerobics,¿Hace 10 años hacias aerobics?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_caminata,camin10,tipo_ejercicio_10anos_caminata,¿Hace 10 años hacias Caminatas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_correr_trotar,corre10,tipo_ejercicio_10anos_correr_trotar,¿Hace 10 años Trotabas o corrías?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_atletismo,atle10,tipo_ejercicio_10anos_atletismo,¿Hace 10 años hacias Atletismo?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_contacto,dcont10,tipo_ejercicio_10anos_contacto,"¿Hace 10 años hacias Box, Karate, Judo?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_beisbol,beis10,tipo_ejercicio_10anos_beisbol,¿Hace 10 años prácticabas Beisbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_futbol,fut10,tipo_ejercicio_10anos_futbol,¿Hace 10 años prácticabas Futbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_basquet,basq10,tipo_ejercicio_10anos_basquet,¿Hace 10 años prácticabas Basquet?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_baile,bail10,tipo_ejercicio_10anos_baile,"¿Hace 10 años prácticabas Baile, salsa, zumba?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_bicicleta,bici10,tipo_ejercicio_10anos_bicicleta,¿Hace 10 años hacias Bicicleta?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_natacion,natac10,tipo_ejercicio_10anos_natacion,¿Hace 10 años prácticabas Natación?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_raqueta,raq10,tipo_ejercicio_10anos_raqueta,"¿Hace 10 años prácticabas Tenis, Squash, Badminton?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_otro,otro10,tipo_ejercicio_10anos_otro,¿Haces 10 años hacías otro tipo de ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,nombre_ejercicio_hace_10anno,otro10_es,nombre_ejercicio_hace_10anno,Nombre del deporte que hacías hace un 10 años,,abierta,TRUE,{'is_category': 'true'}
Estilo de Vida,tipo_ejercicio_10anos_ninguno,ning10,tipo_ejercicio_10anos_ninguno,¿No prácticaba ningún ejercicio hace 10 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_10anos_no_quiero_responder,nqr10,tipo_ejercicio_10anos_no_quiero_responder,¿No quiere responder si realizaba algún ejercicio hace 10 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_pesas,pesas20,tipo_ejercicio_20anos_pesas,¿Hace 20 años hacias pesas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_aerobics,aero20,tipo_ejercicio_20anos_aerobics,¿Hace 20 años hacias aerobics?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_caminata,camin20,tipo_ejercicio_20anos_caminata,¿Hace 20 años hacias Caminatas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_correr_trotar,corre20,tipo_ejercicio_20anos_correr_trotar,¿Hace 20 años Trotabas o corrías?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_atletismo,atle20,tipo_ejercicio_20anos_atletismo,¿Hace 20 años hacias Atletismo?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_contacto,dcont20,tipo_ejercicio_20anos_contacto,"¿Hace 20 años hacias Box, Karate, Judo?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_beisbol,beis20,tipo_ejercicio_20anos_beisbol,¿Hace 20 años prácticabas Beisbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_futbol,fut20,tipo_ejercicio_20anos_futbol,¿Hace 20 años prácticabas Futbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_basquet,basq20,tipo_ejercicio_20anos_basquet,¿Hace 20 años prácticabas Basquet?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_baile,bail20,tipo_ejercicio_20anos_baile,"¿Hace 20 años prácticabas Baile, salsa, zumba?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_bicicleta,bici20,tipo_ejercicio_20anos_bicicleta,¿Hace 20 años hacias Bicicleta?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_natacion,natac20,tipo_ejercicio_20anos_natacion,¿Hace 20 años prácticabas Natación?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_raqueta,raq20,tipo_ejercicio_20anos_raqueta,"¿Hace 20 años prácticabas Tenis, Squash, Badminton?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_otro,otro20,tipo_ejercicio_20anos_otro,¿Haces 20 años hacías otro tipo de ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,nombre_ejercicio_hace_20anno,otro20_es,nombre_ejercicio_hace_20anno,Nombre del deporte que hacías hace un 20 años,,abierta,TRUE,{'is_category': 'true'}
Estilo de Vida,tipo_ejercicio_20anos_ninguno,ning20,tipo_ejercicio_20anos_ninguno,¿No prácticaba ningún ejercicio hace 20 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_20anos_no_quiero_responder,nqr20,tipo_ejercicio_20anos_no_quiero_responder,¿No quiere responder si realizaba algún ejercicio hace 20 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_pesas,pesas30,tipo_ejercicio_30anos_pesas,¿Hace 30 años hacias pesas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_aerobics,aero30,tipo_ejercicio_30anos_aerobics,¿Hace 30 años hacias aerobics?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_caminata,camin30,tipo_ejercicio_30anos_caminata,¿Hace 30 años hacias Caminatas?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_correr_trotar,corre30,tipo_ejercicio_30anos_correr_trotar,¿Hace 30 años Trotabas o corrías?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_atletismo,atle30,tipo_ejercicio_30anos_atletismo,¿Hace 30 años hacias Atletismo?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_contacto,dcont30,tipo_ejercicio_30anos_contacto,"¿Hace 30 años hacias Box, Karate, Judo?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_beisbol,beis30,tipo_ejercicio_30anos_beisbol,¿Hace 30 años prácticabas Beisbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_futbol,fut30,tipo_ejercicio_30anos_futbol,¿Hace 30 años prácticabas Futbol?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_basquet,basq30,tipo_ejercicio_30anos_basquet,¿Hace 30 años prácticabas Basquet?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_baile,bail30,tipo_ejercicio_30anos_baile,"¿Hace 30 años prácticabas Baile, salsa, zumba?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_bicicleta,bici30,tipo_ejercicio_30anos_bicicleta,¿Hace 30 años hacias Bicicleta?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_natacion,natac30,tipo_ejercicio_30anos_natacion,¿Hace 30 años prácticabas Natación?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_raqueta,raq30,tipo_ejercicio_30anos_raqueta,"¿Hace 30 años prácticabas Tenis, Squash, Badminton?",visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_otro,otro30,tipo_ejercicio_30anos_otro,¿Haces 30 años hacías otro tipo de ejercicio?,visible,options,FALSE,"{'min': 0.0, 'max': 1.0}"
Estilo de Vida,nombre_ejercicio_hace_30anno,otro30_es,nombre_ejercicio_hace_30anno,Nombre del deporte que hacías hace un 30 años,,abierta,TRUE,{'is_category': 'true'}
Estilo de Vida,tipo_ejercicio_30anos_ninguno,ning30,tipo_ejercicio_30anos_ninguno,¿No prácticaba ningún ejercicio hace 30 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,tipo_ejercicio_30anos_no_quiero_responder,nqr30,tipo_ejercicio_30anos_no_quiero_responder,¿No quiere responder si realizaba algún ejercicio hace 30 años?,visible,options,TRUE,"{'options': {1: 'SI', 0: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejercicio_x_medico,meje_medic,haces_ejercicio_x_medico,¿Hacer ejercicio porque un medico te lo recomento?,,abierta,FALSE,"{'min': 0.0, 'max': 0.0}"
Estilo de Vida,haces_ejercicio_x_bueno_salud,meje_bueno,haces_ejercicio_x_bueno_salud,¿Hacer ejercicio porque es bueno para tu salud?,,abierta,FALSE,"{'min': 0.0, 'max': 1.0}"
Estilo de Vida,haces_ejercicio_x_siempre_hago,meje_siemp,haces_ejercicio_x_siempre_hago,¿Hacer ejercicio porque siempre has hecho ejercicio?,,abierta,FALSE,"{'min': 0.0, 'max': 0.0}"
Estilo de Vida,haces_ejercicio_x_razon_social,meje_socia,haces_ejercicio_x_razon_social,¿Hacer ejercicio por razones sociales?,,abierta,FALSE,"{'min': 0.0, 'max': 0.0}"
Estilo de Vida,haces_ejercicio_x_otro_motivo,meje_otro,haces_ejercicio_x_otro_motivo,¿Hacer ejercicio por otro motivo?,,abierta,FALSE,"{'min': 0.0, 'max': 1.0}"
Estilo de Vida,motivo_haces_ejercicio,meje_otroe,motivo_haces_ejercicio,¿Cual es el motivo por el que hacer ejercicio?,,abierta,FALSE,"{'min': 0, 'max': 0}"
Estilo de Vida,,nr_meje,,,,abierta,FALSE,"{'min': 0.0, 'max': 3.0}"
Estilo de Vida,haces_ejer_club_privado,leje_priv,haces_ejercicio_club_privado,¿Haces ejercicio en un Club Privado?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_club_publico,leje_pub,haces_ejercicio_club_publico,¿Haces ejercicio en un un club público?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_gimnasio,leje_gym,haces_ejercicio_gimnasio,¿Haces ejercicio en un Gimnasio?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejercicio_alberca,leje_alber,haces_ejercicio_alberca,¿Haces ejercicio en una Alberca?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_parque,leje_parq,haces_ejercicio_parque,¿Haces ejercicio en un Parque?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_calle,leje_calle,haces_ejercicio_calle,¿Haces ejercicio en la Calle?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_cancha,leje_canch,haces_ejercicio_cancha,¿Haces ejercicio en una Cancha?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_casa,leje_casa,haces_ejercicio_casa,¿Haces ejercicio en Casa?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_otro,leje_otro,haces_ejercicio_otro,¿Haces ejercicio en Otro lugar?,visible,abierta,FALSE,"{'min': 0.0, 'max': 1.0}"
Estilo de Vida,nombre_donde_haces_ejercicio,leje_otroe,nombre_donde_haces_ejercicio,¿Lugar donde haces ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,haces_ejer_na,nr_leje,haces_ejercicio_na,No aplica la pregunta ¿Donde haces ejercicio?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,caminata_me_gusta,mcam_gusta,caminata_me_gusta,Si la caminata es tu ejercicio principal ¿Lo elegiste porque te gusta?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,caminata_recomendacion_medica,mcam_rmed,caminata_recomendacion_medica,Si la caminata es tu ejercicio principal ¿Lo elegiste porque me lo recomendo el médico?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,caminata_barato,mcam_bara,caminata_barato,Si la caminata es tu ejercicio principal ¿Lo elegiste porque es barato?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,caminata_practico,mcam_prac,caminata_practico,Si la caminata es tu ejercicio principal ¿Lo elegiste porque es práctico?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,caminata_salud,mcam_salp,caminata_salud,Si la caminata es tu ejercicio principal ¿Lo elegiste porque mi salud no me permite hacer otra cosa?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,caminata_otro,mcam_otro,caminata_otro,Si la caminata es tu ejercicio principal ¿Lo elegiste porque otro motivo?,visible,abierta,FALSE,"{'min': 0.0, 'max': 1.0}"
Estilo de Vida,caminata_otro_especificar,mcam_otroe,caminata_otro_especificar,Si la caminata es tu ejercicio principal ¿Lo elegiste por otro motivo?,visible,abierta,FALSE,"{'min': 0, 'max': 0}"
Estilo de Vida,caminata_no_quiero_responder,nr_mcam,caminata_no_quiero_responder,Si la caminata es tu ejercicio principal ¿No quiero responder porque elegí la caminata como ejercicio principal?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO'}, 'is_category': 'true'}"
Estilo de Vida,gusta_ejercicio,ejer,gusta_ejercicio,¿Le gusta el ejercicio?,visible,options,TRUE,"{'options': {}, 'is_category': 'true'}"
Estilo de Vida,gusta_ejer_intenso,ejerint,gusta_ejercicio_intenso,¿Le gusta hacer ejercicio intenso?,visible,options,TRUE,"{'options': {1: 'SI', 2: 'NO', 3: 'NO QUIERO RESPONDER'}, 'is_category': 'true'}"
